job_id,company_id,job_title_short,job_title,job_location,job_via,job_schedule_type,job_work_from_home,search_location,job_posted_date,job_no_degree_mention,job_health_insurance,job_country,salary_rate,salary_year_avg,salary_hour_avg
33,164,Business Analyst,Business Analyst - Operations,"Seattle, WA",Indeed,Full-time,False,New York,2023-04-19,False,False,United States,year,81300.0,
34,327,BI Analyst,BI Analyst - Insights,"Austin, TX",Job Board,Full-time,False,Texas,2023-08-20,True,False,United States,year,113600.0,
35,477,Data Scientist,Data Scientist - Product,Anywhere,Company Website,Full-time,True,United States,2023-07-31,False,True,United States,year,,
36,223,Financial Analyst,Financial Analyst - Product,"New York, NY",Job Board,Contract,False,Texas,2023-02-02,False,True,United States,year,71100.0,
37,238,BI Analyst,BI Analyst - Operations,"San Francisco, CA",Company Website,Full-time,False,California,2023-12-02,False,False,United States,year,,
38,400,Data Analyst,Data Analyst - Product,Anywhere,LinkedIn,Full-time,True,Texas,2023-06-02,False,False,United States,year,113400.0,
39,398,Financial Analyst,Financial Analyst - Insights,Anywhere,Company Website,Full-time,True,New York,2023-12-17,False,True,United States,year,107400.0,
40,181,BI Analyst,BI Analyst - Product,"New York, NY",Company Website,Full-time,False,California,2023-08-26,False,False,United States,year,124500.0,
41,494,Product Analyst,Product Analyst - Operations,Anywhere,Company Website,Full-time,True,California,2023-01-05,False,False,United States,year,104400.0,
42,258,Business Analyst,Business Analyst - Business Intelligence,Anywhere,Company Website,Full-time,True,Texas,2023-05-23,False,True,United States,year,,
43,12,Data Analyst,Data Analyst - Product,"Boston, MA",LinkedIn,Full-time,False,Texas,2023-09-06,True,True,United States,year,105500.0,
44,145,Data Analyst,Data Analyst - Product,"Boston, MA",Job Board,Full-time,False,United States,2023-02-27,False,False,United States,year,110200.0,
45,485,Data Analyst,Data Analyst - Business Intelligence,"New York, NY",LinkedIn,Full-time,False,Texas,2023-10-27,True,True,United States,year,87800.0,
46,44,Financial Analyst,Financial Analyst - Business Intelligence,"Boston, MA",Indeed,Full-time,False,United States,2023-01-20,True,False,United States,year,,
47,97,Product Analyst,Product Analyst - Reporting,Anywhere,Company Website,Full-time,True,New York,2023-11-19,False,True,United States,year,83800.0,
48,393,Data Engineer,Data Engineer - Insights,"Chicago, IL",Company Website,Full-time,False,California,2023-02-22,False,True,United States,year,156500.0,
49,75,Product Analyst,Product Analyst - Operations,"New York, NY",Company Website,Full-time,False,Illinois,2023-06-23,True,True,United States,year,92900.0,
50,318,Business Analyst,Business Analyst - Business Intelligence,"Austin, TX",Indeed,Full-time,False,Illinois,2023-03-21,False,True,United States,year,87200.0,
51,48,Business Analyst,Business Analyst - Operations,Anywhere,Indeed,Full-time,True,California,2023-07-19,False,True,United States,year,95700.0,
52,264,Business Analyst,Business Analyst - Insights,"Chicago, IL",Job Board,Full-time,False,California,2023-07-23,False,False,United States,year,112000.0,
53,192,Senior Data Analyst,Senior Data Analyst - Operations,"Boston, MA",LinkedIn,Full-time,False,United States,2023-11-14,True,True,United States,year,92100.0,
54,452,Senior Data Analyst,Senior Data Analyst - Reporting,"Boston, MA",Indeed,Full-time,False,Illinois,2023-06-01,True,False,United States,year,105500.0,
55,225,Data Engineer,Data Engineer - Product,"Austin, TX",Indeed,Full-time,False,New York,2023-02-22,False,False,United States,year,109900.0,
56,353,BI Analyst,BI Analyst - Product,Anywhere,LinkedIn,Full-time,True,Illinois,2023-12-28,False,False,United States,year,,
57,197,Data Analyst,Data Analyst - Insights,"Boston, MA",LinkedIn,Full-time,False,United States,2023-06-08,False,True,United States,year,114000.0,
58,97,Data Analyst,Data Analyst - Insights,Anywhere,LinkedIn,Full-time,True,California,2023-09-21,True,True,United States,year,,
59,204,Product Analyst,Product Analyst - Product,"Austin, TX",Job Board,Full-time,False,Texas,2023-09-22,False,True,United States,year,,
60,345,Business Analyst,Business Analyst - Business Intelligence,"Austin, TX",Indeed,Contract,False,California,2023-04-22,False,True,United States,year,94500.0,
61,500,Data Analyst,Data Analyst - Business Intelligence,"Chicago, IL",Company Website,Full-time,False,Texas,2023-01-04,True,True,United States,year,,
62,170,Business Analyst,Business Analyst - Reporting,Anywhere,Company Website,Full-time,True,California,2023-04-12,False,False,United States,year,,
63,381,Product Analyst,Product Analyst - Product,"Boston, MA",Job Board,Full-time,False,New York,2023-12-18,False,False,United States,year,124900.0,
64,328,Business Analyst,Business Analyst - Operations,"Boston, MA",Job Board,Part-time,False,United States,2023-04-16,False,False,United States,year,68100.0,
65,245,Data Analyst,Data Analyst - Business Intelligence,"Boston, MA",Job Board,Full-time,False,New York,2023-12-23,False,False,United States,year,91100.0,
66,412,Financial Analyst,Financial Analyst - Insights,"Austin, TX",LinkedIn,Full-time,False,Illinois,2023-01-18,True,False,United States,year,110300.0,
67,401,Data Scientist,Data Scientist - Insights,"Austin, TX",LinkedIn,Full-time,False,United States,2023-08-15,False,True,United States,year,149300.0,
68,448,Data Analyst,Data Analyst - Product,"Seattle, WA",Company Website,Full-time,False,California,2023-11-08,True,False,United States,year,93400.0,
69,275,Business Analyst,Business Analyst - Business Intelligence,Anywhere,Job Board,Full-time,True,United States,2023-09-04,False,False,United States,year,,
70,268,Senior Data Analyst,Senior Data Analyst - Reporting,"Austin, TX",LinkedIn,Part-time,False,California,2023-11-09,False,True,United States,year,,
71,351,BI Analyst,BI Analyst - Reporting,Anywhere,Indeed,Full-time,True,New York,2023-03-15,True,False,United States,year,89000.0,
72,376,Business Analyst,Business Analyst - Operations,"Boston, MA",Company Website,Full-time,False,New York,2023-11-24,True,True,United States,year,,
73,296,BI Analyst,BI Analyst - Product,"San Francisco, CA",Company Website,Full-time,False,Illinois,2023-03-30,True,True,United States,year,,
74,396,Data Analyst,Data Analyst - Operations,"San Francisco, CA",Job Board,Full-time,False,Illinois,2023-06-23,False,False,United States,year,113700.0,
75,86,Financial Analyst,Financial Analyst - Operations,Anywhere,Indeed,Full-time,True,United States,2023-04-27,False,True,United States,year,122400.0,
76,478,Data Analyst,Data Analyst - Reporting,Anywhere,LinkedIn,Full-time,True,Illinois,2023-06-16,False,True,United States,year,62300.0,
77,449,Business Analyst,Business Analyst - Product,Anywhere,Indeed,Full-time,True,New York,2023-06-29,False,True,United States,year,116100.0,
78,138,Data Analyst,Data Analyst - Operations,"Austin, TX",LinkedIn,Full-time,False,New York,2023-07-21,False,True,United States,year,70800.0,
79,167,Business Analyst,Business Analyst - Insights,"Seattle, WA",Company Website,Contract,False,New York,2023-06-26,False,False,United States,year,63100.0,
80,45,Data Analyst,Data Analyst - Reporting,"New York, NY",Job Board,Full-time,False,United States,2023-02-26,False,True,United States,year,93400.0,
81,56,Data Scientist,Data Scientist - Insights,Anywhere,Job Board,Full-time,True,California,2023-03-01,False,False,United States,year,172300.0,
82,493,Business Analyst,Business Analyst - Reporting,"Boston, MA",Indeed,Full-time,False,United States,2023-04-27,False,False,United States,year,86900.0,
83,431,Senior Data Analyst,Senior Data Analyst - Reporting,Anywhere,Company Website,Full-time,True,New York,2023-09-14,False,False,United States,year,102200.0,
84,119,Analytics Engineer,Analytics Engineer - Reporting,"New York, NY",Job Board,Full-time,False,United States,2023-01-22,False,False,United States,year,91400.0,
85,195,Data Engineer,Data Engineer - Reporting,"San Francisco, CA",Company Website,Contract,False,Illinois,2023-06-01,False,True,United States,year,146500.0,
86,489,Senior Data Analyst,Senior Data Analyst - Business Intelligence,"Chicago, IL",LinkedIn,Full-time,False,United States,2023-02-27,False,True,United States,year,118700.0,
87,267,Business Analyst,Business Analyst - Product,"San Francisco, CA",Job Board,Full-time,False,California,2023-09-19,False,False,United States,year,111700.0,
88,470,BI Analyst,BI Analyst - Reporting,"Boston, MA",Job Board,Full-time,False,Illinois,2023-02-28,True,False,United States,year,79000.0,
89,122,Data Scientist,Data Scientist - Insights,"Seattle, WA",Indeed,Full-time,False,California,2023-08-24,False,False,United States,year,154500.0,
90,223,Financial Analyst,Financial Analyst - Reporting,"Boston, MA",Job Board,Full-time,False,Illinois,2023-11-11,True,True,United States,year,61500.0,
91,403,Data Engineer,Data Engineer - Product,"Seattle, WA",Job Board,Full-time,False,Illinois,2023-08-17,False,False,United States,year,147200.0,
92,34,Analytics Engineer,Analytics Engineer - Reporting,"San Francisco, CA",Indeed,Full-time,False,New York,2023-10-08,True,False,United States,year,171200.0,
93,66,Data Analyst,Data Analyst - Operations,Anywhere,Job Board,Contract,True,New York,2023-04-12,True,True,United States,year,85400.0,
94,5,Data Analyst,Data Analyst - Operations,Anywhere,LinkedIn,Full-time,True,Illinois,2023-09-03,True,True,United States,year,104700.0,
95,53,Data Scientist,Data Scientist - Business Intelligence,"Austin, TX",Company Website,Contract,False,Illinois,2023-08-03,True,True,United States,year,94200.0,
96,202,Data Scientist,Data Scientist - Operations,"New York, NY",Company Website,Full-time,False,United States,2023-06-15,False,False,United States,year,113100.0,
97,56,Business Analyst,Business Analyst - Product,"New York, NY",LinkedIn,Full-time,False,Texas,2023-08-09,True,False,United States,year,77200.0,
98,471,Data Scientist,Data Scientist - Product,Anywhere,Indeed,Full-time,True,United States,2023-03-31,False,False,United States,year,,
99,125,Senior Data Analyst,Senior Data Analyst - Insights,"Seattle, WA",LinkedIn,Full-time,False,United States,2023-12-10,False,False,United States,year,114300.0,
100,218,BI Analyst,BI Analyst - Insights,"Seattle, WA",LinkedIn,Full-time,False,United States,2023-12-14,False,False,United States,year,103800.0,
101,438,Data Analyst,Data Analyst - Reporting,Anywhere,Indeed,Contract,True,United States,2023-01-01,False,False,United States,year,89600.0,
102,72,Data Analyst,Data Analyst - Business Intelligence,"San Francisco, CA",Job Board,Full-time,False,Texas,2023-11-03,False,True,United States,year,77300.0,
103,28,Financial Analyst,Financial Analyst - Product,"New York, NY",Company Website,Full-time,False,Texas,2023-03-18,False,False,United States,year,124600.0,
104,462,Data Analyst,Data Analyst - Insights,Anywhere,Indeed,Full-time,True,California,2023-02-25,False,True,United States,year,,
105,231,Senior Data Analyst,Senior Data Analyst - Insights,"Seattle, WA",Company Website,Full-time,False,United States,2023-06-22,False,True,United States,year,127500.0,
106,494,Data Scientist,Data Scientist - Operations,Anywhere,Indeed,Full-time,True,Illinois,2023-04-12,False,False,United States,year,175000.0,
107,198,Senior Data Analyst,Senior Data Analyst - Operations,"Boston, MA",Job Board,Full-time,False,California,2023-08-04,False,True,United States,year,104000.0,
108,130,Business Analyst,Business Analyst - Reporting,"Chicago, IL",Job Board,Full-time,False,United States,2023-02-17,False,True,United States,year,72900.0,
109,376,Financial Analyst,Financial Analyst - Insights,"Chicago, IL",Job Board,Full-time,False,Texas,2023-11-14,True,True,United States,year,119200.0,
110,273,Data Analyst,Data Analyst - Product,"San Francisco, CA",Job Board,Full-time,False,Illinois,2023-09-30,False,True,United States,year,,
111,273,Business Analyst,Business Analyst - Reporting,"San Francisco, CA",Company Website,Full-time,False,California,2023-12-18,False,False,United States,year,,
112,353,Senior Data Analyst,Senior Data Analyst - Operations,"Chicago, IL",Indeed,Full-time,False,Texas,2023-10-23,False,False,United States,year,,
113,499,Data Engineer,Data Engineer - Product,"San Francisco, CA",LinkedIn,Full-time,False,Texas,2023-08-17,True,False,United States,year,114500.0,
114,144,Product Analyst,Product Analyst - Insights,"Austin, TX",Company Website,Full-time,False,Illinois,2023-07-28,True,True,United States,year,132900.0,
115,303,Data Analyst,Data Analyst - Reporting,"San Francisco, CA",LinkedIn,Part-time,False,New York,2023-04-15,True,True,United States,year,115600.0,
116,97,Data Engineer,Data Engineer - Business Intelligence,Anywhere,LinkedIn,Full-time,True,New York,2023-04-09,False,False,United States,year,169100.0,
117,277,Data Analyst,Data Analyst - Insights,"Chicago, IL",Company Website,Full-time,False,Texas,2023-08-27,False,False,United States,year,61200.0,
118,160,Marketing Analyst,Marketing Analyst - Insights,"San Francisco, CA",Indeed,Full-time,False,New York,2023-01-19,False,True,United States,year,104900.0,
119,161,Data Scientist,Data Scientist - Insights,"Austin, TX",Company Website,Full-time,False,United States,2023-06-29,False,True,United States,year,,
120,154,Data Analyst,Data Analyst - Operations,Anywhere,Indeed,Full-time,True,United States,2023-03-24,False,False,United States,year,97400.0,
121,1,Data Scientist,Data Scientist - Reporting,Anywhere,LinkedIn,Full-time,True,New York,2023-10-28,False,False,United States,year,122500.0,
122,164,Financial Analyst,Financial Analyst - Product,Anywhere,LinkedIn,Full-time,True,California,2023-09-18,False,True,United States,year,108800.0,
123,233,Data Analyst,Data Analyst - Insights,Anywhere,LinkedIn,Full-time,True,United States,2023-10-28,False,False,United States,year,97500.0,
124,438,Business Analyst,Business Analyst - Business Intelligence,"San Francisco, CA",Job Board,Full-time,False,California,2023-03-12,True,False,United States,year,107800.0,
125,415,BI Analyst,BI Analyst - Insights,"Austin, TX",Company Website,Full-time,False,California,2023-01-19,False,False,United States,year,94300.0,
126,281,Financial Analyst,Financial Analyst - Reporting,"Austin, TX",Indeed,Full-time,False,United States,2023-07-10,True,False,United States,year,64300.0,
127,300,Data Analyst,Data Analyst - Business Intelligence,Anywhere,Job Board,Full-time,True,Texas,2023-11-03,False,False,United States,year,,
128,446,Data Analyst,Data Analyst - Operations,Anywhere,Company Website,Full-time,True,New York,2023-09-06,True,True,United States,year,82500.0,
129,326,Data Analyst,Data Analyst - Business Intelligence,Anywhere,LinkedIn,Full-time,True,New York,2023-03-31,False,True,United States,year,68400.0,
130,350,Analytics Engineer,Analytics Engineer - Reporting,"New York, NY",Job Board,Full-time,False,United States,2023-06-17,True,False,United States,year,159700.0,
131,222,BI Analyst,BI Analyst - Reporting,"Chicago, IL",LinkedIn,Full-time,False,California,2023-06-20,False,False,United States,year,133500.0,
132,145,BI Analyst,BI Analyst - Business Intelligence,"Boston, MA",Job Board,Full-time,False,New York,2023-10-18,True,True,United States,year,72200.0,
133,289,Data Scientist,Data Scientist - Insights,"Chicago, IL",Company Website,Full-time,False,California,2023-10-20,False,False,United States,year,116300.0,
134,192,Business Analyst,Business Analyst - Operations,"Chicago, IL",Indeed,Full-time,False,Texas,2023-05-15,True,True,United States,year,70800.0,
135,432,Marketing Analyst,Marketing Analyst - Insights,"San Francisco, CA",Job Board,Full-time,False,California,2023-07-14,False,False,United States,year,95100.0,
136,424,Data Analyst,Data Analyst - Insights,"San Francisco, CA",LinkedIn,Full-time,False,Illinois,2023-12-24,True,False,United States,year,56700.0,
137,120,Financial Analyst,Financial Analyst - Operations,"New York, NY",LinkedIn,Full-time,False,California,2023-07-27,True,False,United States,year,96700.0,
138,394,Data Analyst,Data Analyst - Operations,Anywhere,Job Board,Full-time,True,New York,2023-07-15,False,False,United States,year,,
139,440,Data Analyst,Data Analyst - Operations,"Boston, MA",Indeed,Full-time,False,New York,2023-10-24,False,False,United States,year,,
140,185,Product Analyst,Product Analyst - Reporting,"Boston, MA",Indeed,Full-time,False,Illinois,2023-10-18,False,True,United States,year,135600.0,
141,232,Data Analyst,Data Analyst - Operations,"Chicago, IL",Company Website,Full-time,False,Texas,2023-09-01,False,False,United States,year,85000.0,
142,224,BI Analyst,BI Analyst - Reporting,Anywhere,Company Website,Full-time,True,United States,2023-03-09,False,True,United States,year,133200.0,
143,496,Data Analyst,Data Analyst - Business Intelligence,"New York, NY",Job Board,Full-time,False,Texas,2023-02-18,True,False,United States,year,,
144,216,Data Engineer,Data Engineer - Insights,Anywhere,Company Website,Full-time,True,California,2023-11-26,True,False,United States,year,,
145,3,Data Analyst,Data Analyst - Business Intelligence,Anywhere,Job Board,Full-time,True,United States,2023-01-26,False,True,United States,year,59100.0,
146,458,Data Engineer,Data Engineer - Product,Anywhere,LinkedIn,Full-time,True,United States,2023-12-18,True,False,United States,year,168900.0,
147,472,Data Engineer,Data Engineer - Product,"Austin, TX",LinkedIn,Full-time,False,New York,2023-07-19,False,False,United States,year,,
148,229,Marketing Analyst,Marketing Analyst - Business Intelligence,"Austin, TX",Indeed,Full-time,False,United States,2023-05-23,True,True,United States,year,81800.0,
149,18,Analytics Engineer,Analytics Engineer - Insights,"New York, NY",LinkedIn,Full-time,False,New York,2023-12-23,True,False,United States,year,,
150,282,Data Engineer,Data Engineer - Reporting,Anywhere,Indeed,Full-time,True,United States,2023-02-24,False,False,United States,year,149500.0,
151,432,Data Analyst,Data Analyst - Product,"San Francisco, CA",Company Website,Contract,False,Illinois,2023-02-16,True,True,United States,year,116500.0,
152,62,Business Analyst,Business Analyst - Operations,"Austin, TX",Indeed,Full-time,False,United States,2023-03-09,False,True,United States,year,106900.0,
153,382,Data Analyst,Data Analyst - Reporting,"Chicago, IL",Job Board,Full-time,False,United States,2023-07-13,False,True,United States,year,,
154,461,Business Analyst,Business Analyst - Operations,"Chicago, IL",Job Board,Full-time,False,United States,2023-03-29,False,True,United States,year,,
155,142,Business Analyst,Business Analyst - Operations,"San Francisco, CA",Company Website,Full-time,False,United States,2023-09-20,False,True,United States,year,115700.0,
156,218,Product Analyst,Product Analyst - Product,"Chicago, IL",Job Board,Part-time,False,Texas,2023-09-15,False,False,United States,year,125200.0,
157,186,Business Analyst,Business Analyst - Operations,Anywhere,Company Website,Full-time,True,New York,2023-03-14,False,False,United States,year,,
158,50,Data Analyst,Data Analyst - Business Intelligence,Anywhere,Job Board,Full-time,True,United States,2023-05-25,False,False,United States,year,101000.0,
159,394,Data Analyst,Data Analyst - Operations,"San Francisco, CA",Job Board,Full-time,False,United States,2023-04-01,True,False,United States,year,59500.0,
160,291,Business Analyst,Business Analyst - Product,"San Francisco, CA",LinkedIn,Full-time,False,Illinois,2023-06-10,True,True,United States,year,90400.0,
161,411,Business Analyst,Business Analyst - Business Intelligence,Anywhere,Job Board,Full-time,True,United States,2023-04-10,True,True,United States,year,84000.0,
162,466,Data Analyst,Data Analyst - Insights,"New York, NY",Indeed,Full-time,False,United States,2023-11-13,False,False,United States,year,,
163,231,Analytics Engineer,Analytics Engineer - Product,"Austin, TX",LinkedIn,Full-time,False,California,2023-06-24,False,True,United States,year,136900.0,
164,357,Data Scientist,Data Scientist - Insights,Anywhere,LinkedIn,Full-time,True,Texas,2023-10-09,False,False,United States,year,123200.0,
165,315,Data Analyst,Data Analyst - Business Intelligence,"Boston, MA",Indeed,Full-time,False,New York,2023-08-13,True,True,United States,year,116700.0,
166,2,Business Analyst,Business Analyst - Product,"San Francisco, CA",Company Website,Full-time,False,United States,2023-03-24,True,False,United States,year,104100.0,
167,406,Financial Analyst,Financial Analyst - Business Intelligence,Anywhere,Indeed,Part-time,True,California,2023-04-07,False,True,United States,year,110400.0,
168,418,Financial Analyst,Financial Analyst - Business Intelligence,"Seattle, WA",LinkedIn,Full-time,False,California,2023-07-28,False,True,United States,year,93700.0,
169,71,Financial Analyst,Financial Analyst - Insights,Anywhere,Indeed,Full-time,True,Texas,2023-03-28,True,True,United States,year,116000.0,
170,68,Product Analyst,Product Analyst - Business Intelligence,"San Francisco, CA",LinkedIn,Full-time,False,California,2023-03-30,True,False,United States,year,77300.0,
171,462,Business Analyst,Business Analyst - Reporting,Anywhere,LinkedIn,Full-time,True,New York,2023-04-16,False,False,United States,year,77300.0,
172,138,Data Analyst,Data Analyst - Reporting,Anywhere,LinkedIn,Full-time,True,Illinois,2023-12-06,False,True,United States,year,65500.0,
173,81,Product Analyst,Product Analyst - Insights,"San Francisco, CA",Indeed,Full-time,False,Illinois,2023-04-01,True,True,United States,year,,
174,269,Senior Data Analyst,Senior Data Analyst - Product,"Boston, MA",Company Website,Full-time,False,United States,2023-02-28,False,True,United States,year,,
175,24,BI Analyst,BI Analyst - Business Intelligence,"Boston, MA",LinkedIn,Full-time,False,Texas,2023-06-04,True,False,United States,year,105800.0,
176,481,Business Analyst,Business Analyst - Business Intelligence,"New York, NY",Job Board,Full-time,False,New York,2023-04-16,False,True,United States,year,122400.0,
177,79,Marketing Analyst,Marketing Analyst - Business Intelligence,"Seattle, WA",Indeed,Full-time,False,New York,2023-08-29,False,True,United States,year,107500.0,
178,301,Data Analyst,Data Analyst - Insights,"Austin, TX",Company Website,Contract,False,Illinois,2023-10-12,False,True,United States,year,97800.0,
179,151,Data Scientist,Data Scientist - Operations,Anywhere,LinkedIn,Full-time,True,New York,2023-07-25,False,True,United States,year,167200.0,
180,473,Data Analyst,Data Analyst - Business Intelligence,"Austin, TX",LinkedIn,Full-time,False,California,2023-04-05,False,False,United States,year,,
181,390,Data Analyst,Data Analyst - Product,"Austin, TX",LinkedIn,Full-time,False,California,2023-01-10,False,False,United States,year,103400.0,
182,225,BI Analyst,BI Analyst - Reporting,"New York, NY",Company Website,Full-time,False,United States,2023-11-21,False,True,United States,year,74900.0,
183,461,Data Engineer,Data Engineer - Business Intelligence,"Seattle, WA",Indeed,Full-time,False,New York,2023-03-19,True,True,United States,year,184000.0,
184,264,Data Analyst,Data Analyst - Business Intelligence,Anywhere,Company Website,Full-time,True,California,2023-01-14,False,False,United States,year,101300.0,
185,84,Business Analyst,Business Analyst - Operations,"Chicago, IL",LinkedIn,Full-time,False,United States,2023-10-13,True,True,United States,year,,
186,323,Senior Data Analyst,Senior Data Analyst - Business Intelligence,"San Francisco, CA",Job Board,Full-time,False,United States,2023-03-17,True,False,United States,year,,
187,125,Senior Data Analyst,Senior Data Analyst - Insights,"San Francisco, CA",Indeed,Full-time,False,California,2023-06-12,False,True,United States,year,127200.0,
188,306,Marketing Analyst,Marketing Analyst - Product,Anywhere,Indeed,Full-time,True,California,2023-02-01,True,True,United States,year,69200.0,
189,381,Data Scientist,Data Scientist - Business Intelligence,"New York, NY",Indeed,Full-time,False,United States,2023-08-15,False,False,United States,year,142200.0,
190,205,Financial Analyst,Financial Analyst - Operations,Anywhere,Company Website,Contract,True,California,2023-05-03,False,False,United States,year,71800.0,
191,247,Data Analyst,Data Analyst - Operations,Anywhere,LinkedIn,Full-time,True,New York,2023-10-08,False,True,United States,year,65000.0,
192,201,Analytics Engineer,Analytics Engineer - Product,Anywhere,LinkedIn,Full-time,True,New York,2023-04-23,False,True,United States,year,,
193,247,BI Analyst,BI Analyst - Business Intelligence,"Austin, TX",Indeed,Full-time,False,Illinois,2023-09-22,True,True,United States,year,134500.0,
194,171,Data Engineer,Data Engineer - Product,"San Francisco, CA",Company Website,Contract,False,Illinois,2023-04-28,False,False,United States,year,131800.0,
195,460,Data Engineer,Data Engineer - Business Intelligence,"San Francisco, CA",Company Website,Full-time,False,Texas,2023-01-14,False,False,United States,year,150500.0,
196,404,Business Analyst,Business Analyst - Insights,"San Francisco, CA",Indeed,Full-time,False,New York,2023-06-06,False,True,United States,year,109400.0,
197,95,BI Analyst,BI Analyst - Business Intelligence,Anywhere,Indeed,Full-time,True,New York,2023-08-28,True,True,United States,year,105700.0,
198,78,Data Analyst,Data Analyst - Operations,"New York, NY",Company Website,Full-time,False,Texas,2023-06-11,True,False,United States,year,,
199,297,Data Analyst,Data Analyst - Business Intelligence,Anywhere,Indeed,Full-time,True,California,2023-11-24,False,False,United States,year,117000.0,
200,102,BI Analyst,BI Analyst - Business Intelligence,Anywhere,Indeed,Full-time,True,Texas,2023-03-23,True,True,United States,year,66300.0,
201,306,Business Analyst,Business Analyst - Product,"San Francisco, CA",Job Board,Full-time,False,New York,2023-09-17,True,False,United States,year,76000.0,
202,288,Data Analyst,Data Analyst - Operations,Anywhere,LinkedIn,Full-time,True,California,2023-02-20,False,True,United States,year,,
